File /home/krishna/.selected_editor is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241130T094501/remoteagent.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241130T094501/ptyhost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241128T045539/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241128T045539/exthost1/vscode.json-language-features/JSON Language Server.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241128T045539/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241128T045539/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241128T045539/remoteagent.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost2/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost2/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost2/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost3/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost3/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost3/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/remoteagent.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost5/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost5/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost5/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost5/output_logging_20241127T163827/1-remote-attach.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost5/output_logging_20241127T163827/2-CC++ Configuration Warnings.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost4/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost4/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241127T114443/exthost4/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241116T104244/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241116T104244/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241116T104244/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241116T104244/remoteagent.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241201T110200/exthost2/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241201T110200/exthost2/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241201T110200/exthost2/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241201T110200/exthost3/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241201T110200/exthost3/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241201T110200/exthost3/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241201T110200/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241201T110200/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241201T110200/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241201T110200/ptyhost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241201T110200/exthost5/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241201T110200/exthost5/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241201T110200/exthost5/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241201T110200/exthost4/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241201T110200/exthost4/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241201T110200/exthost6/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241130T104817/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241130T104817/exthost1/vscode.json-language-features/JSON Language Server.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241130T104817/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241130T104817/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241130T104817/remoteagent.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241129T163158/exthost2/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241129T163158/exthost2/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241129T163158/exthost2/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241129T163158/exthost3/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241129T163158/exthost3/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241129T163158/exthost3/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241129T163158/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241129T163158/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241129T163158/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241129T163158/remoteagent.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241129T163158/ptyhost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241106T142204/exthost2/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241106T142204/exthost2/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241106T142204/exthost2/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241106T142204/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241106T142204/exthost1/vscode.json-language-features/JSON Language Server.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241106T142204/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241106T142204/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241106T142204/remoteagent.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241106T142204/ptyhost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241114T045236/exthost2/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241114T045236/exthost2/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241114T045236/exthost2/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241114T045236/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241114T045236/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241114T045236/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241114T045236/remoteagent.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/logs/20241114T045236/ptyhost.log is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/CachedExtensionVSIXs/ms-vscode.cpptools-extension-pack-1.3.0 is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/CachedExtensionVSIXs/ms-vscode.cpptools-1.22.11-linux-x64 is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/CachedExtensionVSIXs/ms-vscode.cpptools-themes-2.0.0 is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/CachedExtensionVSIXs/ms-vscode.cmake-tools-1.19.52 is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/CachedExtensionVSIXs/twxs.cmake-0.0.17 is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/workspaceStorage/51be7685d5e1af98c082e30c7745e06c/vscode.lock is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/workspaceStorage/dad79b43f5469d00bbc538f3db9b4249/vscode.lock is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/globalStorage/storage.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/1165f574/Zl13 is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/1165f574/entries.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/1165f574/BgaX is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/1165f574/tzIJ is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/1165f574/m2yt is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/-6cdc562c/entries.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/-6cdc562c/krW5.sh is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/-6cdc562c/Bd2t.sh is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/ec3769b/entries.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/ec3769b/WeVS.sh is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/c593b6f/entries.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/c593b6f/k12f.sh is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/54c8aaa8/entries.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/54c8aaa8/9uxn.sh is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/1c3f683b/entries.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/1c3f683b/qwzQ.sh is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/1c3f683b/xw5R.sh is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/1c3f683b/Rxsd.sh is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/443137a5/entries.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/443137a5/rm9E.sh is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/443137a5/wLlc.sh is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/10da0254/entries.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/10da0254/UYVv.sh is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/2f9b59b4/entries.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/User/History/2f9b59b4/oHlN.sh is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/machineid is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/CachedProfilesData/__default__profile__/extensions.builtin.cache is unchanged, skipping backup.
File /home/krishna/.vscode-server/data/CachedProfilesData/__default__profile__/extensions.user.cache is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/tar-stream/pack.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/tar-stream/sandbox.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/tar-stream/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/tar-stream/extract.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/tar-stream/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/tar-stream/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/tar-stream/headers.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/napi-build-utils/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/napi-build-utils/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/napi-build-utils/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/napi-build-utils/index.md is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/buffer/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/buffer/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/buffer/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/buffer/AUTHORS.md is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/file-uri-to-path/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/file-uri-to-path/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/file-uri-to-path/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-gyp-build/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-gyp-build/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-gyp-build/optional.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-gyp-build/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-gyp-build/node-gyp-build.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-gyp-build/bin.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-gyp-build/build-test.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/strip-json-comments/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/strip-json-comments/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/strip-json-comments/license is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/jsonfile/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/jsonfile/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/jsonfile/utils.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/jsonfile/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/wrappy/wrappy.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/wrappy/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/wrappy/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/pend/test.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/pend/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/pend/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/pend/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fill-range/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fill-range/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fill-range/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/node-addon-api/node_addon_api.Makefile is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/node-addon-api/node_addon_api_maybe.target.mk is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/node-addon-api/node_addon_api.target.mk is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/node-addon-api/node_addon_api_except.target.mk is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/build/Release/pty.node is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/lib/windowsTerminal.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/lib/types.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/lib/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/lib/interfaces.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/lib/unixTerminal.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/lib/eventEmitter2.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/lib/utils.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/lib/windowsConoutConnection.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/lib/worker/conoutSocketWorker.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/lib/shared/conout.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/lib/terminal.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/lib/windowsPtyAgent.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/node-pty/lib/conpty_console_list_agent.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/smart-buffer/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/smart-buffer/build/utils.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/smart-buffer/build/smartbuffer.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/smart-buffer/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/mkdirs/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/mkdirs/utils.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/mkdirs/make-dir.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/fs/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/move/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/move/move-sync.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/move/move.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/ensure/symlink-paths.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/ensure/symlink-type.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/ensure/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/ensure/link.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/ensure/symlink.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/ensure/file.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/json/jsonfile.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/json/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/json/output-json.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/json/output-json-sync.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/remove/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/util/stat.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/util/utimes.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/copy/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/copy/copy-sync.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/copy/copy.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/path-exists/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/empty/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/output-file/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/fs-extra/lib/esm.mjs is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/string_decoder/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/string_decoder/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/string_decoder/lib/string_decoder.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/bl/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/bl/BufferList.js is unchanged, skipping backup.
